country,iso3c,region,income,year,gdp_capita,lifeexpectancy,resdevelop_gdp,govtspendeducation_gdp,pubspendhealth_gdp,unemployment,giniindex,literacy_rate,childmortality,mn_yrs_school
Algeria,DZA,Middle East & North Africa,Upper middle income,1973,2906.70050213366,51.673,NA,NA,NA,NA,NA,NA,221,2.8120000000000003
Algeria,DZA,Middle East & North Africa,Upper middle income,1974,3039.42057095695,52.215,NA,NA,NA,NA,NA,NA,212.4,2.986
Algeria,DZA,Middle East & North Africa,Upper middle income,1975,3104.49357283744,52.863,NA,NA,NA,NA,NA,NA,203.1,3.16
Algeria,DZA,Middle East & North Africa,Upper middle income,1976,3270.68035550656,53.658,NA,NA,NA,NA,NA,NA,193.4,3.358
Algeria,DZA,Middle East & North Africa,Upper middle income,1977,3345.37801658058,54.606,NA,NA,NA,NA,NA,NA,183.4,3.556
Algeria,DZA,Middle East & North Africa,Upper middle income,1978,3548.90006516235,55.696,NA,NA,NA,NA,NA,NA,172.9,3.7540000000000004
Algeria,DZA,Middle East & North Africa,Upper middle income,1979,3702.77744976188,56.906,NA,7.18201017379761,NA,NA,NA,NA,161.7,3.9520000000000004
Algeria,DZA,Middle East & North Africa,Upper middle income,1980,3620.70353744051,58.196,NA,6.59742021560669,NA,NA,NA,NA,149.1,4.15
Algeria,DZA,Middle East & North Africa,Upper middle income,1981,3616.0163127638,59.521,NA,NA,NA,NA,NA,NA,134.5,4.348
Algeria,DZA,Middle East & North Africa,Upper middle income,1982,3729.25717804288,60.823,NA,NA,NA,NA,NA,NA,118.3,4.546
Algeria,DZA,Middle East & North Africa,Upper middle income,1983,3809.80376338816,62.047,NA,NA,NA,NA,NA,NA,102,4.744
Algeria,DZA,Middle East & North Africa,Upper middle income,1984,3900.85047953641,63.156,NA,NA,NA,NA,NA,NA,86.9,4.942
Algeria,DZA,Middle East & North Africa,Upper middle income,1985,3924.70927125649,64.113,NA,NA,NA,NA,NA,NA,74.3,5.14
Algeria,DZA,Middle East & North Africa,Upper middle income,1986,3825.90401773088,64.896,NA,NA,NA,NA,NA,NA,64.8,5.322
Algeria,DZA,Middle East & North Africa,Upper middle income,1987,3691.64755540573,65.525,NA,NA,NA,NA,NA,49.6308784484863,58.4,5.504
Algeria,DZA,Middle East & North Africa,Upper middle income,1988,3554.62274036993,66.025,NA,NA,NA,NA,40.2,NA,54,5.686
Algeria,DZA,Middle East & North Africa,Upper middle income,1989,3613.14659345199,66.416,NA,NA,NA,NA,NA,NA,51.3,5.868
Algeria,DZA,Middle East & North Africa,Upper middle income,1990,3550.03267154172,66.725,NA,NA,NA,NA,NA,NA,49.6,6.05
Algeria,DZA,Middle East & North Africa,Upper middle income,1991,3422.63861820934,66.983,NA,NA,NA,22.5,NA,NA,48.3,6.208
Algeria,DZA,Middle East & North Africa,Upper middle income,1992,3403.90345222401,67.226,NA,NA,NA,24.3799991607666,NA,NA,47.2,6.366
Algeria,DZA,Middle East & North Africa,Upper middle income,1993,3259.84367977166,67.482,NA,NA,NA,26.2299995422363,NA,NA,46.1,6.524
Algeria,DZA,Middle East & North Africa,Upper middle income,1994,3164.8985771543,67.774,NA,NA,NA,27.7399997711182,NA,NA,44.9,6.682
Algeria,DZA,Middle East & North Africa,Upper middle income,1995,3223.55756040321,68.115,NA,NA,3.1456130066,31.8400001525879,35.3,NA,43.7,6.84
Algeria,DZA,Middle East & North Africa,Upper middle income,1996,3297.86337455833,68.504,NA,NA,2.9411480431,28.6110000610352,NA,NA,42.5,6.966
Algeria,DZA,Middle East & North Africa,Upper middle income,1997,3281.10213909542,68.926,NA,NA,3.0190127106,25.4300003051758,NA,NA,41.6,7.092
Algeria,DZA,Middle East & North Africa,Upper middle income,1998,3397.41019779189,69.367,NA,NA,2.997100071,26.7019996643066,NA,NA,40.8,7.218
Algeria,DZA,Middle East & North Africa,Upper middle income,1999,3457.13704649758,69.822,NA,NA,2.3833314538,28.3110008239746,NA,NA,40.2,7.343999999999999
Algeria,DZA,Middle East & North Africa,Upper middle income,2000,3541.07203679729,70.292,NA,NA,2.5585699285,29.7700004577637,NA,NA,39.7,7.47
Algeria,DZA,Middle East & North Africa,Upper middle income,2001,3600.4372541096,70.778,0.23012,NA,2.9717265974,27.2999992370605,NA,NA,38.9,7.596
Algeria,DZA,Middle East & North Africa,Upper middle income,2002,3754.51627515001,71.276,0.36662,NA,2.9956051726,25.8999996185303,NA,69.8734970092773,37.8,7.7219999999999995
Algeria,DZA,Middle East & North Africa,Upper middle income,2003,3974.17503202227,71.78,0.19631,NA,2.9455722752,23.7199993133545,NA,NA,36.5,7.848
Algeria,DZA,Middle East & North Africa,Upper middle income,2004,4091.1442350798,72.281,0.16355,NA,2.400489461,17.6499996185303,NA,NA,35,7.973999999999999
Algeria,DZA,Middle East & North Africa,Upper middle income,2005,4273.31275146765,72.767,0.06606,NA,2.2083828255,15.2700004577637,NA,NA,33.5,8.1
Algeria,DZA,Middle East & North Africa,Upper middle income,2006,4282.32823091748,73.225,NA,NA,2.327015187,12.2700004577637,NA,72.648681640625,32.1,8.214
Algeria,DZA,Middle East & North Africa,Upper middle income,2007,4359.37574752245,73.648,NA,NA,2.7317213351,13.789999961853,NA,NA,30.7,8.328
Algeria,DZA,Middle East & North Africa,Upper middle income,2008,4390.49963275957,74.032,NA,4.33701992034912,2.9590810912,11.3299999237061,NA,75.1360473632813,29.4,8.442
Algeria,DZA,Middle East & North Africa,Upper middle income,2009,4386.03889558891,74.374,NA,NA,3.6162851179,10.1599998474121,NA,NA,28.3,8.556
Algeria,DZA,Middle East & North Africa,Upper middle income,2010,4463.39467488951,74.676,NA,NA,3.4654798203,9.96000003814697,NA,NA,27.4,8.67
Algeria,DZA,Middle East & North Africa,Upper middle income,2011,4504.92009813206,74.944,NA,NA,3.1706280129,9.96000003814697,27.6,NA,26.7,8.77
Algeria,DZA,Middle East & North Africa,Upper middle income,2012,4564.43501678967,75.187,NA,NA,NA,10.9700002670288,NA,NA,26.1,8.87
Algeria,DZA,Middle East & North Africa,Upper middle income,2013,4596.21962738807,75.418,NA,NA,NA,9.81999969482422,NA,NA,25.7,8.97
Algeria,DZA,Middle East & North Africa,Upper middle income,2014,4675.88502447667,75.641,NA,NA,NA,10.6000003814697,NA,NA,25.3,9.07
Algeria,DZA,Middle East & North Africa,Upper middle income,2015,4759.5952415194,75.86,NA,NA,NA,11.1999998092651,NA,NA,24.9,9.17
Algeria,DZA,Middle East & North Africa,Upper middle income,2016,4827.72425138732,76.078,NA,NA,NA,10.1999998092651,NA,NA,24.5,NA
Angola,AGO,Sub-Saharan Africa,Lower middle income,1980,2333.59793102826,40.546,NA,NA,NA,NA,NA,NA,235.6,1.16
Angola,AGO,Sub-Saharan Africa,Lower middle income,1981,2154.99743566209,40.71,NA,NA,NA,NA,NA,NA,233,1.216
Angola,AGO,Sub-Saharan Africa,Lower middle income,1982,2079.06121325516,40.848,NA,NA,NA,NA,NA,NA,230.8,1.272
Angola,AGO,Sub-Saharan Africa,Lower middle income,1983,2090.16552445921,40.97,NA,NA,NA,NA,NA,NA,228.6,1.3279999999999998
Angola,AGO,Sub-Saharan Africa,Lower middle income,1984,2141.03709084387,41.085,NA,NA,NA,NA,NA,NA,226.9,1.384
Angola,AGO,Sub-Saharan Africa,Lower middle income,1985,2146.68484997307,41.193,NA,4.62200021743774,NA,NA,NA,NA,225.5,1.44
Angola,AGO,Sub-Saharan Africa,Lower middle income,1986,2145.83321650625,41.292,NA,6.05450010299683,NA,NA,NA,NA,224.7,1.49
Angola,AGO,Sub-Saharan Africa,Lower middle income,1987,2174.26654684678,41.382,NA,6.11749982833862,NA,NA,NA,NA,224.1,1.54
Angola,AGO,Sub-Saharan Africa,Lower middle income,1988,2248.26345202992,41.471,NA,NA,NA,NA,NA,NA,223.8,1.5899999999999999
Angola,AGO,Sub-Saharan Africa,Lower middle income,1989,2189.62448746567,41.572,NA,NA,NA,NA,NA,NA,223.5,1.64
Angola,AGO,Sub-Saharan Africa,Lower middle income,1990,2054.29484729375,41.696,NA,NA,NA,NA,NA,NA,223.5,1.69
Angola,AGO,Sub-Saharan Africa,Lower middle income,1991,2011.52777624208,41.855,NA,NA,NA,23.6499996185303,NA,NA,223.6,1.728
Angola,AGO,Sub-Saharan Africa,Lower middle income,1992,1833.49114398725,42.06,NA,NA,NA,23.6429996490479,NA,NA,223.7,1.766
Angola,AGO,Sub-Saharan Africa,Lower middle income,1993,1348.48435776496,42.329,NA,NA,NA,23.6359996795654,NA,NA,223.8,1.8039999999999998
Angola,AGO,Sub-Saharan Africa,Lower middle income,1994,1323.34466977685,42.677,NA,NA,NA,23.761999130249,NA,NA,223.5,1.8419999999999999
Angola,AGO,Sub-Saharan Africa,Lower middle income,1995,1476.23116887027,43.125,NA,NA,3.4935731332,23.9169998168945,NA,NA,222.7,1.88
Angola,AGO,Sub-Saharan Africa,Lower middle income,1996,1628.99484387189,43.695,NA,NA,1.7930361129,23.9540004730225,NA,NA,221.3,1.912
Angola,AGO,Sub-Saharan Africa,Lower middle income,1997,1700.3918548999,44.385,NA,NA,2.1771788878,23.8889999389648,NA,NA,218.9,1.944
Angola,AGO,Sub-Saharan Africa,Lower middle income,1998,1732.4719666377,45.192,NA,2.5914900302887,1.4117350057,23.8439998626709,NA,NA,215.6,1.976
Angola,AGO,Sub-Saharan Africa,Lower middle income,1999,1720.82535943688,46.105,NA,NA,2.1296696091,23.7749996185303,NA,NA,211.4,2.008
Angola,AGO,Sub-Saharan Africa,Lower middle income,2000,1720.41165371853,47.113,NA,2.60753011703491,1.6752810943,23.7339992523193,52,NA,206.3,2.04
Angola,AGO,Sub-Saharan Africa,Lower middle income,2001,1735.52192801493,48.2,NA,NA,2.8103836602,23.7250003814697,NA,67.4054183959961,200.3,2.076
Angola,AGO,Sub-Saharan Africa,Lower middle income,2002,1906.52920315211,49.341,NA,NA,1.8377894811,23.7900009155273,NA,NA,193.4,2.112
Angola,AGO,Sub-Saharan Africa,Lower middle income,2003,1924.28658593245,50.508,NA,NA,2.1129263367,23.6280002593994,NA,NA,185.7,2.148
Angola,AGO,Sub-Saharan Africa,Lower middle income,2004,2046.82617813531,51.676,NA,NA,2.4489869102,23.6399993896484,NA,NA,177,2.184
Angola,AGO,Sub-Saharan Africa,Lower middle income,2005,2387.8254144866,52.833,NA,2.77620005607605,1.9162323645,21.3579998016357,NA,NA,167.8,2.22
Angola,AGO,Sub-Saharan Africa,Lower middle income,2006,2741.71228334124,53.974,NA,2.85968995094299,2.7966569932,19.0849990844727,NA,NA,158.2,2.2880000000000003
Angola,AGO,Sub-Saharan Africa,Lower middle income,2007,3259.2323217716,55.096,NA,NA,2.2580504019,16.8040008544922,NA,NA,148.7,2.3560000000000003
Angola,AGO,Sub-Saharan Africa,Lower middle income,2008,3579.70277416979,56.189,NA,NA,2.7163172477,14.4989995956421,42.7,NA,139.3,2.424
Angola,AGO,Sub-Saharan Africa,Lower middle income,2009,3537.61988847575,57.231,NA,NA,4.459405598,12.1370000839233,NA,NA,130,2.492
Angola,AGO,Sub-Saharan Africa,Lower middle income,2010,3531.41687831962,58.192,NA,3.47643995285034,2.0612680932,9.86299991607666,NA,NA,121.3,2.56
Angola,AGO,Sub-Saharan Africa,Lower middle income,2011,3539.5430776984,59.042,NA,NA,2.1500896875,7.3600001335144,NA,NA,113.2,2.652
Angola,AGO,Sub-Saharan Africa,Lower middle income,2012,3592.62377074887,59.77,NA,NA,NA,7.34700012207031,NA,NA,105.8,2.744
Angola,AGO,Sub-Saharan Africa,Lower middle income,2013,3705.25535150932,60.373,NA,NA,NA,7.33099985122681,NA,NA,99.2,2.836
Angola,AGO,Sub-Saharan Africa,Lower middle income,2014,3746.66048817404,60.858,NA,NA,NA,7.30600023269653,NA,66.0301132202148,93.6,2.928
Angola,AGO,Sub-Saharan Africa,Lower middle income,2015,3729.0035408607,61.241,NA,NA,NA,7.2810001373291,NA,NA,88.9,3.02
Angola,AGO,Sub-Saharan Africa,Lower middle income,2016,3576.18689373314,61.547,NA,NA,NA,7.72399997711182,NA,NA,84.6,NA
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,1977,4429.54255251132,68.051,NA,NA,NA,NA,NA,NA,NA,NA
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,1978,4595.40355685556,68.328,NA,NA,NA,NA,NA,NA,NA,NA
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,1979,4952.92044732024,68.602,NA,NA,NA,NA,NA,NA,NA,NA
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,1980,5363.42302580371,68.873,NA,NA,NA,NA,NA,NA,NA,NA
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,1981,5596.68643314411,69.141,NA,NA,NA,NA,NA,NA,NA,NA
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,1982,5639.6857834531,69.408,NA,NA,NA,NA,NA,NA,NA,NA
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,1983,6009.30273201763,69.671,NA,NA,NA,NA,NA,NA,NA,NA
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,1984,6705.70254770422,69.931,NA,NA,NA,NA,NA,NA,NA,NA
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,1985,7315.8166233318,70.187,NA,NA,NA,NA,NA,NA,35.5,NA
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,1986,8272.02435806321,70.435,NA,NA,NA,NA,NA,NA,33.4,NA
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,1987,8945.48375466537,70.675,NA,NA,NA,NA,NA,NA,31.5,NA
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,1988,9522.29417834039,70.907,NA,NA,NA,NA,NA,NA,29.6,NA
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,1989,10087.2651462129,71.132,NA,NA,NA,NA,NA,NA,27.9,NA
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,1990,10380.307825656,71.351,NA,NA,NA,NA,NA,NA,26.3,NA
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,1991,10509.9922411754,71.567,NA,NA,NA,NA,NA,NA,24.7,NA
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,1992,10457.7140897922,71.783,NA,NA,NA,NA,NA,NA,23.3,NA
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,1993,10772.0218720648,71.999,NA,NA,NA,NA,NA,NA,22,NA
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,1994,11205.8221937841,72.218,NA,NA,NA,NA,NA,NA,20.7,NA
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,1995,10440.7068934545,72.44,NA,NA,NA,NA,NA,NA,19.5,NA
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,1996,10834.6287714332,72.663,NA,NA,NA,NA,NA,NA,18.4,NA
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,1997,11117.0947807136,72.887,NA,NA,NA,NA,NA,NA,17.4,NA
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,1998,11335.1285555574,73.108,NA,NA,NA,NA,NA,NA,16.5,NA
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,1999,11470.9864981247,73.327,NA,2.75396990776062,NA,NA,NA,NA,15.6,NA
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2000,11981.9163616222,73.541,NA,NA,NA,NA,NA,NA,14.9,NA
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2001,11191.1025838328,73.752,NA,NA,NA,NA,NA,98.9499969482422,14.2,NA
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2002,11147.2635831983,73.957,NA,3.39427995681763,NA,NA,NA,NA,13.6,NA
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2003,11683.4625522884,74.158,NA,NA,NA,NA,NA,NA,13,NA
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2004,12218.7448552698,74.354,NA,NA,NA,NA,NA,NA,12.5,NA
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2005,12857.1643042881,74.544,NA,NA,NA,NA,NA,NA,12,NA
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2006,14325.4810226446,74.727,NA,NA,NA,NA,NA,NA,11.5,NA
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2007,15466.9527954497,74.905,NA,NA,NA,NA,NA,NA,11.1,NA
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2008,15278.8740470609,75.078,NA,NA,NA,NA,NA,NA,10.7,NA
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2009,13270.6971014231,75.247,NA,2.51724004745483,NA,NA,NA,NA,10.3,NA
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2010,12174.6978594572,75.412,NA,NA,NA,NA,NA,NA,9.8,NA
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2011,11789.7990769713,75.574,NA,NA,NA,NA,NA,NA,9.5,NA
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2012,12069.8113772725,75.733,NA,NA,NA,NA,NA,NA,9.1,NA
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2013,11928.2184658505,75.892,NA,NA,NA,NA,NA,NA,8.7,NA
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2014,12403.5282209861,76.05,NA,NA,NA,NA,NA,NA,8.3,NA
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2015,12771.7675773519,76.207,NA,NA,NA,NA,NA,NA,8,10.39
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2016,13315.5086311154,76.364,NA,NA,NA,NA,NA,NA,7.7,NA
Argentina,ARG,Latin America & Caribbean,High income,1960,5605.19172213837,65.022,NA,NA,NA,NA,NA,NA,NA,6.02
Argentina,ARG,Latin America & Caribbean,High income,1961,5815.2335573695,65.141,NA,NA,NA,NA,NA,NA,NA,6.08
Argentina,ARG,Latin America & Caribbean,High income,1962,5675.06004288477,65.233,NA,NA,NA,NA,NA,NA,NA,6.14
Argentina,ARG,Latin America & Caribbean,High income,1963,5290.76622217599,65.311,NA,NA,NA,NA,NA,NA,NA,6.2
Argentina,ARG,Latin America & Caribbean,High income,1964,5738.59769021983,65.388,NA,NA,NA,NA,NA,NA,NA,6.26
Argentina,ARG,Latin America & Caribbean,High income,1965,6251.32182035585,65.481,NA,NA,NA,NA,NA,NA,NA,6.32
Argentina,ARG,Latin America & Caribbean,High income,1966,6120.71218384643,65.603,NA,NA,NA,NA,NA,NA,NA,6.388
Argentina,ARG,Latin America & Caribbean,High income,1967,6226.99775509462,65.76,NA,NA,NA,NA,NA,NA,NA,6.456
